feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Ruminococcus_lactaris	Group	CTR	1	0	5	1	0	0
Clostridium_sp_AF27_2AA	Group	CTR	1	0	5	1	0	0
Collinsella_SGB14861	Group	CTR	1	2.86658352329951e-16	5	1	5.19474874507501e-47	2.493479397636e-45
Klebsiella_pneumoniae	Group	CTR	1	2.86658352329951e-16	5	1	5.19474874507501e-47	2.493479397636e-45
Faecalibacillus_intestinalis	Group	CTR	1	5.73316704659901e-16	5	1	4.15579899606003e-46	9.97391759054406e-45
Staphylococcus_SGB6340	Group	CTR	1	5.73316704659901e-16	5	1	4.15579899606003e-46	9.97391759054406e-45
Blautia_glucerasea	Group	CTR	1	5.73316704659901e-16	5	1	4.15579899606003e-46	9.97391759054406e-45
Alistipes_ihumii	Group	CTR	1	5.73316704659901e-16	5	1	4.15579899606003e-46	9.97391759054406e-45
GGB3612_SGB4882	Group	CTR	1	1.1466334093198e-15	5	1	3.32463919684804e-45	6.38330725794824e-44
Clostridium_sp_AF20_17LB	Group	CTR	1	1.1466334093198e-15	5	1	3.32463919684804e-45	6.38330725794824e-44
GGB9453_SGB14845	Group	CTR	1	1.28197512425571e-15	5	1	4.64632452800779e-45	7.43411924481246e-44
Vescimonas_SGB15087	Group	CTR	1	1.28197512425571e-15	5	1	4.64632452800779e-45	7.43411924481246e-44
Eubacterium_sp_AF34_35BH	Group	CTR	1	2.2932668186396e-15	5	1	2.65971135747841e-44	3.92818908181427e-43
Hydrogenoanaerobacterium_saccharovorans	Group	CTR	1	2.36384533024382e-15	5	1	2.91291569733054e-44	3.99485581348188e-43
GGB2653_SGB3574	Group	CTR	1	2.56395024851142e-15	5	1	3.71705962240625e-44	4.75783631668e-43
Eubacterium_ramulus	Group	CTR	1	2.86658352329951e-15	5	1	5.19474874507508e-44	5.86701034737891e-43
GGB9453_SGB14844	Group	CTR	1	2.86658352329951e-15	5	1	5.19474874507508e-44	5.86701034737891e-43
