Target_FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2_rf_optimal,Target_FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-2_US-CRC-3_CHN_SH-CRC-4_synergistic
Megamonas_funiformis,Eubacterium_ventriosum
Phocaeicola_coprocola,GGB3304_SGB4367
Bifidobacterium_adolescentis,Anaerostipes_hadrus
Phocaeicola_vulgatus,Clostridium_SGB4750
Clostridium_sp_AF34_10BH,Megamonas_funiformis
Dysosmobacter_sp_NSJ_60,Dysosmobacter_sp_NSJ_60
Dysosmobacter_welbionis,Clostridium_sp_AM42_4
Bacteroides_intestinalis,Ruminococcus_gnavus
GGB9758_SGB15368,Alistipes_sp_AF17_16
Veillonella_atypica,Clostridiales_bacterium_KLE1615
Intestinimonas_butyriciproducens,Roseburia_inulinivorans
Bifidobacterium_longum,Streptococcus_salivarius
Klebsiella_pneumoniae,Alistipes_indistinctus
Desulfovibrio_SGB5077,Phocaeicola_massiliensis
Veillonella_rogosae,Ruminococcus_sp_BSD2780120874_150323_B10
GGB9627_SGB15081,Collinsella_SGB4121
Eubacterium_SGB6276,Bacteroides_cellulosilyticus
Clostridium_sp_AM42_4,Clostridium_sp_AF27_2AA
GGB9602_SGB15031,Erysipelatoclostridium_ramosum
GGB3819_SGB5184,Butyricimonas_SGB15260
Blautia_glucerasea,Eggerthella_lenta
GGB4578_SGB6328,Clostridia_bacterium_UC5_1_1D1
GGB51269_SGB5062,GGB33469_SGB15236
Citrobacter_freundii,Desulfovibrio_piger
Clostridium_sp_AF36_4,Megasphaera_micronuciformis
GGB3612_SGB4882,GGB9512_SGB14909
,GGB3614_SGB4886
,GGB9619_SGB15067
,GGB47687_SGB2286
,GGB9642_SGB15119
