	taxa_id	W	detected_0.9	detected_0.8	detected_0.7	detected_0.6
1	Ruminococcus_bromii	0	FALSE	FALSE	FALSE	FALSE
2	Coprococcus_eutactus	0	FALSE	FALSE	FALSE	FALSE
3	Dialister_invisus	0	FALSE	FALSE	FALSE	FALSE
4	Eubacterium_rectale	0	FALSE	FALSE	FALSE	FALSE
5	Phocaeicola_vulgatus	0	FALSE	FALSE	FALSE	FALSE
6	Bacteroides_uniformis	0	FALSE	FALSE	FALSE	FALSE
7	GGB3619_SGB4894	0	FALSE	FALSE	FALSE	FALSE
8	Bacteroides_cellulosilyticus	153	FALSE	FALSE	FALSE	FALSE
9	Phocaeicola_massiliensis	0	FALSE	FALSE	FALSE	FALSE
10	GGB4684_SGB6478	0	FALSE	FALSE	FALSE	FALSE
11	Clostridium_sp_1001270H_150608_G6	0	FALSE	FALSE	FALSE	FALSE
12	Akkermansia_muciniphila	0	FALSE	FALSE	FALSE	FALSE
13	GGB3277_SGB4327	0	FALSE	FALSE	FALSE	FALSE
14	Alistipes_putredinis	0	FALSE	FALSE	FALSE	FALSE
15	Enterocloster_SGB14313	0	FALSE	FALSE	FALSE	FALSE
16	GGB9758_SGB15368	0	FALSE	FALSE	FALSE	FALSE
17	Roseburia_inulinivorans	218	FALSE	FALSE	FALSE	TRUE
18	Ruminococcus_lactaris	0	FALSE	FALSE	FALSE	FALSE
19	Bacteroides_xylanisolvens	170	FALSE	FALSE	FALSE	FALSE
20	Clostridium_sp_AM49_4BH	3	FALSE	FALSE	FALSE	FALSE
21	Lachnospira_sp_NSJ_43	1	FALSE	FALSE	FALSE	FALSE
22	GGB3256_SGB4303	0	FALSE	FALSE	FALSE	FALSE
23	Paraprevotella_clara	14	FALSE	FALSE	FALSE	FALSE
24	Eubacterium_SGB6276	8	FALSE	FALSE	FALSE	FALSE
25	Clostridium_SGB4648	0	FALSE	FALSE	FALSE	FALSE
26	Eubacterium_ventriosum	289	FALSE	TRUE	TRUE	TRUE
27	GGB9345_SGB14311	0	FALSE	FALSE	FALSE	FALSE
28	Odoribacter_splanchnicus	0	FALSE	FALSE	FALSE	FALSE
29	Dorea_longicatena	0	FALSE	FALSE	FALSE	FALSE
30	Parabacteroides_distasonis	0	FALSE	FALSE	FALSE	FALSE
31	Faecalibacterium_prausnitzii	0	FALSE	FALSE	FALSE	FALSE
32	Roseburia_faecis	0	FALSE	FALSE	FALSE	FALSE
33	Coprococcus_comes	0	FALSE	FALSE	FALSE	FALSE
34	Bacteroides_faecis	0	FALSE	FALSE	FALSE	FALSE
35	Barnesiella_intestinihominis	0	FALSE	FALSE	FALSE	FALSE
36	GGB3746_SGB5089	0	FALSE	FALSE	FALSE	FALSE
37	Intestinibacter_bartlettii	0	FALSE	FALSE	FALSE	FALSE
38	Desulfovibrio_SGB5077	59	FALSE	FALSE	FALSE	FALSE
39	Firmicutes_bacterium_AF16_15	0	FALSE	FALSE	FALSE	FALSE
40	Bacteroides_caccae	0	FALSE	FALSE	FALSE	FALSE
41	Ruminococcus_torques	0	FALSE	FALSE	FALSE	FALSE
42	GGB9342_SGB14306	0	FALSE	FALSE	FALSE	FALSE
43	Clostridium_sp_AF12_28	1	FALSE	FALSE	FALSE	FALSE
44	Bacteroides_finegoldii	2	FALSE	FALSE	FALSE	FALSE
45	GGB9359_SGB14334	2	FALSE	FALSE	FALSE	FALSE
46	Dorea_formicigenerans	0	FALSE	FALSE	FALSE	FALSE
47	Veillonella_rogosae	0	FALSE	FALSE	FALSE	FALSE
48	Clostridium_sp_1001270J_160509_D11	1	FALSE	FALSE	FALSE	FALSE
49	GGB9636_SGB15107	11	FALSE	FALSE	FALSE	FALSE
50	Phocaeicola_dorei	0	FALSE	FALSE	FALSE	FALSE
51	Ruminococcus_bicirculans	258	FALSE	FALSE	TRUE	TRUE
52	Bacteroides_ovatus	0	FALSE	FALSE	FALSE	FALSE
53	Lachnospiraceae_bacterium	2	FALSE	FALSE	FALSE	FALSE
54	Faecalibacillus_intestinalis	0	FALSE	FALSE	FALSE	FALSE
