	taxa_id	W	detected_0.9	detected_0.8	detected_0.7	detected_0.6
1	Ruminococcus_bromii	308	FALSE	TRUE	TRUE	TRUE
2	Coprococcus_eutactus	3	FALSE	FALSE	FALSE	FALSE
3	Dialister_invisus	2	FALSE	FALSE	FALSE	FALSE
4	Eubacterium_rectale	327	TRUE	TRUE	TRUE	TRUE
5	Phocaeicola_vulgatus	343	TRUE	TRUE	TRUE	TRUE
6	Bacteroides_uniformis	336	TRUE	TRUE	TRUE	TRUE
7	GGB3619_SGB4894	20	FALSE	FALSE	FALSE	FALSE
8	Bacteroides_cellulosilyticus	142	FALSE	FALSE	FALSE	FALSE
9	Phocaeicola_massiliensis	331	TRUE	TRUE	TRUE	TRUE
10	GGB4684_SGB6478	22	FALSE	FALSE	FALSE	FALSE
11	Clostridium_sp_1001270H_150608_G6	10	FALSE	FALSE	FALSE	FALSE
12	Akkermansia_muciniphila	9	FALSE	FALSE	FALSE	FALSE
13	GGB3277_SGB4327	17	FALSE	FALSE	FALSE	FALSE
14	Alistipes_putredinis	27	FALSE	FALSE	FALSE	FALSE
15	Enterocloster_SGB14313	24	FALSE	FALSE	FALSE	FALSE
16	GGB9758_SGB15368	2	FALSE	FALSE	FALSE	FALSE
17	Roseburia_inulinivorans	6	FALSE	FALSE	FALSE	FALSE
18	Ruminococcus_lactaris	2	FALSE	FALSE	FALSE	FALSE
19	Bacteroides_xylanisolvens	8	FALSE	FALSE	FALSE	FALSE
20	Clostridium_sp_AM49_4BH	14	FALSE	FALSE	FALSE	FALSE
21	Lachnospira_sp_NSJ_43	4	FALSE	FALSE	FALSE	FALSE
22	GGB3256_SGB4303	9	FALSE	FALSE	FALSE	FALSE
23	Paraprevotella_clara	136	FALSE	FALSE	FALSE	FALSE
24	Eubacterium_SGB6276	15	FALSE	FALSE	FALSE	FALSE
25	Clostridium_SGB4648	24	FALSE	FALSE	FALSE	FALSE
26	Eubacterium_ventriosum	26	FALSE	FALSE	FALSE	FALSE
27	GGB9345_SGB14311	28	FALSE	FALSE	FALSE	FALSE
28	Odoribacter_splanchnicus	29	FALSE	FALSE	FALSE	FALSE
29	Dorea_longicatena	318	TRUE	TRUE	TRUE	TRUE
30	Parabacteroides_distasonis	0	FALSE	FALSE	FALSE	FALSE
31	Faecalibacterium_prausnitzii	0	FALSE	FALSE	FALSE	FALSE
32	Roseburia_faecis	1	FALSE	FALSE	FALSE	FALSE
33	Coprococcus_comes	229	FALSE	FALSE	FALSE	TRUE
34	Bacteroides_faecis	14	FALSE	FALSE	FALSE	FALSE
35	Barnesiella_intestinihominis	5	FALSE	FALSE	FALSE	FALSE
36	GGB3746_SGB5089	1	FALSE	FALSE	FALSE	FALSE
37	Intestinibacter_bartlettii	21	FALSE	FALSE	FALSE	FALSE
38	Desulfovibrio_SGB5077	17	FALSE	FALSE	FALSE	FALSE
39	Firmicutes_bacterium_AF16_15	1	FALSE	FALSE	FALSE	FALSE
40	Bacteroides_caccae	320	TRUE	TRUE	TRUE	TRUE
