FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2_rf_optimal,FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-2_US-CRC-3_CHN_SH-CRC-4_synergistic
Merdimonas_faecis,Phocaeicola_vulgatus
Blautia_sp_MSK_20_85,Eubacterium_ventriosum
Dialister_invisus,Phascolarctobacterium_faecium
Holdemania_filiformis,Ruminococcus_sp_BSD2780120874_150323_B10
GGB9759_SGB15370,Faecalibacterium_prausnitzii
Eubacterium_sp_AF16_48,Candidatus_Cibionibacter_quicibialis
GGB9608_SGB15041,Roseburia_intestinalis
Veillonella_rogosae,Parasutterella_excrementihominis
Desulfovibrio_piger,Phocaeicola_coprocola
GGB2998_SGB3988,GGB9614_SGB15049
GGB33512_SGB15201,Ruminococcus_callidus
Phocaeicola_vulgatus,Dorea_sp_AF24_7LB
GGB42994_SGB4746,GGB42994_SGB4746
Bacteroides_caccae,Faecalicatena_fissicatena
Phocaeicola_plebeius,Megasphaera_micronuciformis
Prevotella_copri_clade_A,GGB9712_SGB15244
Parabacteroides_distasonis,Ruminococcus_bicirculans
Escherichia_coli,Butyricimonas_SGB15260
Ruthenibacterium_lactatiformans,Streptococcus_mitis
Clostridiaceae_bacterium_AF18_31LB,Clostridiales_bacterium_Choco116
GGB2653_SGB3574,Ruminococcus_SGB4421
Butyricimonas_SGB15260,Clostridium_fessum
Ruminococcus_sp_BSD2780120874_150323_B10,Lawsonibacter_asaccharolyticus
GGB3653_SGB4964,Ellagibacter_isourolithinifaciens
Klebsiella_pneumoniae,Blautia_glucerasea
,Alistipes_communis
,Alistipes_ihumii
,Enterobacter_hormaechei
,GGB9759_SGB15370
,GGB33469_SGB15236
,Bacteroides_faecis
,GGB9359_SGB14334
,GGB9636_SGB15107
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
