FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2_rf_optimal,FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-2_US-CRC-3_CHN_SH-CRC-4_synergistic
Enterococcus_faecalis,Phocaeicola_vulgatus
Ruminococcus_lactaris,Parabacteroides_distasonis
Veillonella_atypica,Bacteroides_ovatus
Romboutsia_timonensis,Bacteroides_fragilis
Intestinimonas_butyriciproducens,Enterocloster_clostridioformis
Bacteroides_clarus,Blautia_producta
Bacteroides_intestinalis,Prevotella_copri_clade_A
GGB4578_SGB6328,Flavonifractor_plautii
Roseburia_sp_AM16_25,Bacteroides_stercoris
Clostridiaceae_unclassified_SGB15090,Coprococcus_comes
Clostridium_SGB4909,GGB3277_SGB4327
GGB34797_SGB14322,Clostridiales_bacterium_Choco116
GGB1495_SGB2071,Clostridiaceae_unclassified_SGB4771
Clostridia_bacterium_UC5_1_1E11,Bacteroides_faecis
GGB9453_SGB14845,Enterobacter_hormaechei
Anaerostipes_caccae,Anaerostipes_caccae
Phocaeicola_vulgatus,Lawsonibacter_asaccharolyticus
Lachnospira_eligens,Alistipes_putredinis
Hydrogenoanaerobacterium_saccharovorans,Parasutterella_excrementihominis
Anaerostipes_hadrus,Blautia_faecis
Lawsonibacter_asaccharolyticus,Blautia_obeum
Prevotella_copri_clade_A,GGB2653_SGB3574
GGB3746_SGB5089,Blautia_massiliensis
Collinsella_SGB4121,Faecalibacterium_SGB15346
,Eggerthella_lenta
,Streptococcus_thermophilus
,GGB9627_SGB15081
,Holdemania_filiformis
,GGB79734_SGB15291
,Clostridiales_Family_XIII_bacterium_BX16
,Streptococcus_australis
,Blautia_caecimuris
,Desulfovibrio_SGB5076
