	taxa_id	W	detected_0.9	detected_0.8	detected_0.7	detected_0.6
1	Ruminococcus_bromii	0	FALSE	FALSE	FALSE	FALSE
2	Coprococcus_eutactus	0	FALSE	FALSE	FALSE	FALSE
3	Dialister_invisus	0	FALSE	FALSE	FALSE	FALSE
4	Eubacterium_rectale	0	FALSE	FALSE	FALSE	FALSE
5	Phocaeicola_vulgatus	0	FALSE	FALSE	FALSE	FALSE
6	Bacteroides_uniformis	0	FALSE	FALSE	FALSE	FALSE
7	Bacteroides_cellulosilyticus	0	FALSE	FALSE	FALSE	FALSE
8	GGB4684_SGB6478	0	FALSE	FALSE	FALSE	FALSE
9	Clostridium_sp_1001270H_150608_G6	0	FALSE	FALSE	FALSE	FALSE
10	Akkermansia_muciniphila	0	FALSE	FALSE	FALSE	FALSE
11	GGB3277_SGB4327	0	FALSE	FALSE	FALSE	FALSE
12	Alistipes_putredinis	0	FALSE	FALSE	FALSE	FALSE
13	GGB9758_SGB15368	0	FALSE	FALSE	FALSE	FALSE
14	Roseburia_inulinivorans	0	FALSE	FALSE	FALSE	FALSE
15	Ruminococcus_lactaris	0	FALSE	FALSE	FALSE	FALSE
16	Clostridium_sp_AM49_4BH	0	FALSE	FALSE	FALSE	FALSE
17	GGB3256_SGB4303	0	FALSE	FALSE	FALSE	FALSE
18	Paraprevotella_clara	0	FALSE	FALSE	FALSE	FALSE
19	Eubacterium_ventriosum	0	FALSE	FALSE	FALSE	FALSE
20	GGB9345_SGB14311	0	FALSE	FALSE	FALSE	FALSE
21	Odoribacter_splanchnicus	0	FALSE	FALSE	FALSE	FALSE
22	Dorea_longicatena	0	FALSE	FALSE	FALSE	FALSE
23	Parabacteroides_distasonis	0	FALSE	FALSE	FALSE	FALSE
24	Faecalibacterium_prausnitzii	0	FALSE	FALSE	FALSE	FALSE
25	Roseburia_faecis	0	FALSE	FALSE	FALSE	FALSE
26	Coprococcus_comes	0	FALSE	FALSE	FALSE	FALSE
27	GGB3746_SGB5089	0	FALSE	FALSE	FALSE	FALSE
28	Intestinibacter_bartlettii	0	FALSE	FALSE	FALSE	FALSE
29	Firmicutes_bacterium_AF16_15	0	FALSE	FALSE	FALSE	FALSE
30	Bacteroides_caccae	0	FALSE	FALSE	FALSE	FALSE
31	Ruminococcus_torques	0	FALSE	FALSE	FALSE	FALSE
32	GGB9342_SGB14306	0	FALSE	FALSE	FALSE	FALSE
33	Bacteroides_finegoldii	0	FALSE	FALSE	FALSE	FALSE
34	Dorea_formicigenerans	0	FALSE	FALSE	FALSE	FALSE
35	Clostridium_sp_1001270J_160509_D11	0	FALSE	FALSE	FALSE	FALSE
36	GGB9636_SGB15107	0	FALSE	FALSE	FALSE	FALSE
37	Ruminococcus_bicirculans	0	FALSE	FALSE	FALSE	FALSE
38	Bacteroides_ovatus	0	FALSE	FALSE	FALSE	FALSE
39	Lachnospiraceae_bacterium	0	FALSE	FALSE	FALSE	FALSE
40	Faecalibacillus_intestinalis	0	FALSE	FALSE	FALSE	FALSE
41	Blautia_wexlerae	0	FALSE	FALSE	FALSE	FALSE
42	Eubacterium_siraeum	0	FALSE	FALSE	FALSE	FALSE
43	Eubacteriaceae_bacterium	0	FALSE	FALSE	FALSE	FALSE
44	GGB3653_SGB4964	0	FALSE	FALSE	FALSE	FALSE
45	GGB3614_SGB4886	0	FALSE	FALSE	FALSE	FALSE
46	Parabacteroides_merdae	0	FALSE	FALSE	FALSE	FALSE
47	Phascolarctobacterium_faecium	0	FALSE	FALSE	FALSE	FALSE
48	Clostridiaceae_bacterium	0	FALSE	FALSE	FALSE	FALSE
49	Blautia_sp_Marseille_P3087	0	FALSE	FALSE	FALSE	FALSE
50	Escherichia_coli	0	FALSE	FALSE	FALSE	FALSE
51	Streptococcus_thermophilus	0	FALSE	FALSE	FALSE	FALSE
52	Bacteroides_stercoris	0	FALSE	FALSE	FALSE	FALSE
53	GGB9747_SGB15356	0	FALSE	FALSE	FALSE	FALSE
54	Clostridiales_bacterium_KLE1615	0	FALSE	FALSE	FALSE	FALSE
55	Blautia_faecis	0	FALSE	FALSE	FALSE	FALSE
