FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2_rf_optimal,FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-2_US-CRC-3_CHN_SH-CRC-4_synergistic
GGB9758_SGB15368,Phocaeicola_vulgatus
Enterobacter_hormaechei,Parabacteroides_distasonis
GGB9708_SGB15234,Flavonifractor_plautii
GGB9635_SGB15106,Phascolarctobacterium_faecium
GGB51269_SGB5062,Prevotella_copri_clade_A
Eubacterium_sp_AF34_35BH,Enterocloster_bolteae
GGB79973_SGB14341,Clostridiaceae_bacterium
GGB9707_SGB15229,Bacteroides_xylanisolvens
Veillonella_atypica,Clostridium_SGB4750
Streptococcus_thermophilus,Parasutterella_excrementihominis
Dorea_sp_AF24_7LB,Blautia_producta
Phascolarctobacterium_succinatutens,Butyricimonas_faecihominis
Butyricicoccus_sp_AM29_23AC,GGB3109_SGB4119
GGB4684_SGB6478,Veillonella_dispar
Ruminococcus_sp_AF46_10NS,GGB3363_SGB4448
Staphylococcus_SGB6340,Faecalibacillus_intestinalis
GGB4578_SGB6328,Roseburia_intestinalis
Clostridia_bacterium_UC5_1_1E11,Slackia_isoflavoniconvertens
Lachnospiraceae_bacterium_BX3,Phascolarctobacterium_succinatutens
Phocaeicola_vulgatus,Senegalimassilia_anaerobia
Clostridium_sp_AT4,Streptococcus_thermophilus
Clostridia_bacterium_UC5_1_1D1,Butyricimonas_SGB15260
Ruminococcus_torques,GGB3304_SGB4367
Clostridium_SGB4750,Enterocloster_clostridioformis
Eubacterium_ventriosum,GGB9642_SGB15119
Phascolarctobacterium_faecium,GGB51269_SGB5062
Bacteroides_xylanisolvens,Streptococcus_gordonii
Anaerobutyricum_hallii,Parasutterella_SGB9260
Faecalicatena_fissicatena,Prevotella_copri_clade_C
GGB2653_SGB3574,Veillonella_tobetsuensis
Paraprevotella_clara,Blautia_massiliensis
Oscillibacter_sp_ER4,Alistipes_ihumii
Blautia_SGB4815,Blautia_glucerasea
Clostridium_symbiosum,Klebsiella_pneumoniae
Collinsella_SGB14861,GGB34797_SGB14322
GGB3277_SGB4327,
GGB42994_SGB4746,
GGB9614_SGB15049,
GGB9699_SGB15216,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
