Target_FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2_rf_optimal,Target_FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-2_US-CRC-3_CHN_SH-CRC-4_synergistic
Megamonas_funiformis,Phocaeicola_vulgatus
Phocaeicola_coprocola,Megamonas_funiformis
Phocaeicola_vulgatus,Bacteroides_ovatus
Bifidobacterium_adolescentis,Phocaeicola_coprocola
Bacteroides_stercoris,Bacteroides_stercoris
Bifidobacterium_longum,Dysosmobacter_welbionis
Bacteroides_ovatus,Bifidobacterium_adolescentis
Clostridium_sp_AF34_10BH,Bifidobacterium_longum
Odoribacter_splanchnicus,Streptococcus_parasanguinis
Veillonella_atypica,Veillonella_atypica
Streptococcus_parasanguinis,Streptococcus_salivarius
Dysosmobacter_sp_NSJ_60,Clostridium_sp_AF34_10BH
Enterocloster_bolteae,Dysosmobacter_sp_NSJ_60
GGB9758_SGB15368,GGB9758_SGB15368
Oscillospiraceae_bacterium_Marseille_Q3528,Odoribacter_splanchnicus
Desulfovibrio_SGB5077,GGB51269_SGB5062
GGB51269_SGB5062,Oscillospiraceae_bacterium_Marseille_Q3528
GGB4578_SGB6328,GGB4578_SGB6328
Blautia_glucerasea,Lachnospiraceae_bacterium
Lachnospiraceae_bacterium,Blautia_glucerasea
GGB9595_SGB15019,Clostridium_fessum
,GGB9614_SGB15049
,Desulfovibrio_SGB5077
,GGB9595_SGB15019
,
,
,
,
,
,
,
,
,
,
,
,
,
