Target_FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-3_US-CRC-3_CHN_SH-CRC-2_rf_optimal,Target_FR-CRC_AT-CRC_ITA-CRC_JPN-CRC_US-CRC-2_CHN_WF-CRC_CHN_SH-CRC-2_US-CRC-3_CHN_SH-CRC-4_synergistic
Phocaeicola_coprocola,Eubacterium_ventriosum
Clostridium_sp_AF34_10BH,Alistipes_shahii
Faecalibacterium_prausnitzii,Anaerostipes_hadrus
Phocaeicola_vulgatus,Bifidobacterium_pseudocatenulatum
Bifidobacterium_adolescentis,Megamonas_funiformis
Megamonas_funiformis,Clostridiales_bacterium_KLE1615
Clostridium_fessum,Ruminococcus_gnavus
Klebsiella_pneumoniae,Ruminococcus_sp_BSD2780120874_150323_B10
Dysosmobacter_sp_NSJ_60,Alistipes_sp_AF17_16
Eubacterium_ventriosum,Roseburia_inulinivorans
Clostridiales_bacterium_KLE1615,Streptococcus_salivarius
GGB9758_SGB15368,Bacteroides_cellulosilyticus
Clostridium_sp_AM42_4,Bacteroides_xylanisolvens
Clostridium_sp_AF20_17LB,Phocaeicola_massiliensis
Turicibacter_bilis,Alistipes_indistinctus
Lachnospiraceae_bacterium_AM48_27BH,Haemophilus_parainfluenzae
Clostridium_sp_AM33_3,Clostridium_sp_AF27_2AA
Streptococcus_mitis,Eisenbergiella_tayi
GGB4578_SGB6328,Paraprevotella_clara
Clostridiales_Family_XIII_bacterium_BX16,Erysipelatoclostridium_ramosum
GGB3612_SGB4882,GGB33469_SGB15236
GGB51269_SGB5062,Megasphaera_micronuciformis
Eubacterium_SGB6276,Butyricimonas_SGB15260
GGB3363_SGB4448,GGB9512_SGB14909
Dorea_sp_AF24_7LB,Blautia_producta
Eisenbergiella_tayi,GGB3614_SGB4886
Enterocloster_SGB14313,GGB9642_SGB15119
GGB9524_SGB14924,GGB47687_SGB2286
,Enterococcus_faecalis
,Merdimonas_faecis
,
,
