feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GGB9619_SGB15067	Group	CTR	1	0	4	1	0	0
Faecalibacillus_intestinalis	Group	CTR	0.999999999999999	7.25194642938943e-16	4	1	5.25907270147342e-31	1.56019156810378e-29
Staphylococcus_SGB6340	Group	CTR	0.999999999999999	7.25194642938943e-16	4	1	5.25907270147342e-31	1.56019156810378e-29
Clostridium_sp_AF34_13	Group	CTR	0.999999999999999	7.25194642938943e-16	4	1	5.25907270147342e-31	1.56019156810378e-29
Klebsiella_pneumoniae	Group	CTR	0.999999999999999	7.25194642938943e-16	4	1	5.25907270147342e-31	1.56019156810378e-29
Eubacterium_sp_AF34_35BH	Group	CTR	0.999999999999999	7.25194642938943e-16	4	1	5.25907270147342e-31	1.56019156810378e-29
Bacteroides_cellulosilyticus	Group	CTR	1	8.30814836211045e-16	4	1	6.90253292068385e-31	1.75521551411675e-29
GGB9453_SGB14845	Group	CTR	0.999999999999999	9.59342338666363e-16	4	1	9.20337722757848e-31	2.04775143313621e-29
Bacteroides_xylanisolvens	Group	CTR	1	1.45038928587789e-15	4	1	2.10362908058936e-30	2.49630650896605e-29
Lachnospira_sp_NSJ_43	Group	CTR	0.999999999999999	1.25607396694702e-15	4	1	1.57772181044203e-30	2.49630650896605e-29
GGB3612_SGB4882	Group	CTR	1	1.45038928587789e-15	4	1	2.10362908058936e-30	2.49630650896605e-29
GGB2653_SGB3574	Group	CTR	0.999999999999999	1.25607396694702e-15	4	1	1.57772181044203e-30	2.49630650896605e-29
GGB9760_SGB15373	Group	CTR	1	1.45038928587789e-15	4	1	2.10362908058936e-30	2.49630650896605e-29
GGB9708_SGB15234	Group	CTR	0.999999999999999	1.45038928587789e-15	4	1	2.10362908058937e-30	2.49630650896605e-29
Vescimonas_SGB15087	Group	CTR	0.999999999999999	1.25607396694702e-15	4	1	1.57772181044203e-30	2.49630650896605e-29
Blautia_glucerasea	Group	CTR	0.999999999999999	2.51214793389404e-15	4	1	6.31088724176811e-30	6.60787017079249e-29
GGB4566_SGB6305	Group	CTR	0.999999999999999	2.51214793389404e-15	4	1	6.31088724176811e-30	6.60787017079249e-29
Coprococcus_catus	Group	CTR	1	2.90077857175577e-15	4	1	8.41451632235745e-30	7.13230431133156e-29
Clostridium_sp_AF27_2AA	Group	CTR	1	2.90077857175577e-15	4	1	8.41451632235745e-30	7.13230431133156e-29
Alistipes_ihumii	Group	CTR	1	2.90077857175577e-15	4	1	8.41451632235745e-30	7.13230431133156e-29
GGB9453_SGB14844	Group	CTR	1	2.90077857175577e-15	4	1	8.41451632235745e-30	7.13230431133156e-29
Faecalicatena_fissicatena	Group	CTR	6.60827967536533	0.666666666666667	4	2	0.0100247067116314	0.0811089906668356
Lachnospiraceae_bacterium	Group	CTR	5.7443467690468	0.666666666666667	4	2	0.0132028719000353	0.1021787477481
